,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sl No,ASIN,Product Title,Material Code,Sellable On Hand Units,Weeks On Hand,Sell-out last week,12 weeks sell-out,Forecast next week,26 weeks forecast,"PAN Havells WH stock in Hands 
(Total)","PAN Havells WH stock in Hands 
(Trade)","PAN Havells WH stock in Hands 
(Non trade)",Plant / CWH,"Delhi - Havells WH stock in Hands 
(Total)","Mumbai - Havells WH stock in Hands 
(Total)","Bangalore - Havells WH stock in Hands 
(Total)","Hyd- Havells WH stock in Hands 
(Total)","Chennai - Havells WH stock in Hands 
(Total)","Calcutta - Havells WH stock in Hands 
(Total)",Open Purchase Order Quantity,Pending PO Qty,Production Plan,Production MTD,Rep OOS,Replenishment Action,Unsellable On Hand Units,Aged 90+ Days Sellable Units,Unhealthy Units,Replenishment Category
Source,AMZ - Inv report,AMZ - Inv report,Havells SAP,AMZ - Inv report,AMZ - Forecast report,AMZ - Forecast report,AMZ - Forecast report,AMZ - Forecast report,AMZ - Forecast report,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,Havells SAP,AMZ - Forecast report,Havells SAP,Havells SAP,Havells SAP,AMZ - Forecast report,OUTPUT,AMZ - Inv report,AMZ - Inv report,AMZ - Inv report,AMZ - Inv report
,B07MRX637D,Havells Crisp Plus 750-Watt Pop-up Toaster (White),GHCPTCJB075,4,1,1,,3.506,,1784,,,,,,,,,,28,,,,31.27%,Trigger stock movement to CT WH,0,0,0,
,B07D7MVQ6W,(Renewed) Havells Sparkle 1250-Watt Steam Iron (White/Purple),#N/A,4,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B076DNQT39,Havells Drip Café Drip Cafe-N 6 Coffee Maker Black 600W 600-Watt Drip Coffee Machine (Black),GHBCMAOK060,4,1,2,,6.631,,20,,,,,,,,,,69,,,,0.00%,Trigger stock movement to CT WH,3,4,0,
,B06XGD9FCH,"Havells Leganza 4B 1200mm Ceiling Fan (Bronze Gold, Pack of 2)",FHCLESTBGL48,4,11,2,,0.837,,3634,,,,,,,,,,0,,,,4.52%,Trigger stock movement to CT WH,0,4,0,
,B06XGBWQ99,"Havells Leganza 4B 1200mm Ceiling Fan (White/Silver, Pack of 2)",FHCLESTPWS48,4,18,1,,0.545,,794,,,,,,,,,,0,,,,14.73%,Trigger stock movement to CT WH,0,1,0,
,B01MUTADQU,"Havells Fresco Personal Air Cooler - 24 Litres (White, Grey)",GHRACANE190,4,3,1,,0.745,,6053,,,,,,,,,,18,,,,25.43%,Trigger stock movement to CT WH,2,0,0,
,B0185RS7MC,Havells Adore Rhino 0.5-Watt LED Night Lite (Red and Yellow),LHEHDDP7IN1R010,4,178,0,,0.214,,49,,,,,,,,,,25,,,,30.43%,Trigger stock movement to CT WH,0,0,0,
,B00P8TZMGU,Havells ACMPGCLV12 Murano 12M Cover Plate,ACMPGCLV12,4,23,0,,0.501,,180,,,,,,,,,,2,,,,6.54%,Trigger stock movement to CT WH,0,1,0,
,B00K0C4JFU,Havells Crabtree Athena 4M LED Footlight,AHLPFCWL04,4,1,0,,8.961,,7890,,,,,,,,,,79,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B00K0C4GZS,Havells Crabtree Athena 6A Five Pin Socket,ACAKPXW065,4,0,5,,14,,3718,,,,,,,,,,146,,,,31.55%,Trigger stock movement to CT WH,0,0,0,
,B00B4BBZUI,Havells SS-390 900mm 68-Watt Ceiling Fan (White),FHCSSSTWHT36,4,3,3,,2.856,,1070,,,,,,,,,,6,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B00B4BB68E,Havells Avion U/L 1320mm Ceiling Fan (Antique Brass),FHCAVULABR52,4,0,0,,0,,62,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,4,0,
,B08MLGPCSL,Havells Warmio 2000 watt Room Heater (White),GHRFHBPW200,3,0,2,,22,,8,,,,,,,,,,377,,,,0.00%,Trigger stock movement to CT WH,6,0,0,
,B089L8JZH7,Havells MSE2 monoblock Pump 0.37 kW (0.5 HP),MHPAML0X50,3,12,0,,0.64,,776,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B082T9WHX5,Havells Self Priming Hi-Flow D-2 Monoblock Pump 0.37Kw/ 0.5HP,MHPBDS0X50,3,14,2,,0.582,,311,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,2,0,
,B082T9FB49,Havells Self Priming Hi-Flow D1 Monoblock Pump 0.75Kw/ 1.0HP,MHPBDS1X00,3,0,0,,0,,48,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,3,0,
,B082T989G2,Havells Centrifugal hi-Flow CMS20 monoblock Pump 1.1kW/ 1.5HP,MHPUCA2X00,3,0,0,,0,,67,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,3,3,
,B07TDY474Z,Havells Fusion Pendant Light - 1LS E27 D320 Gry,LHFXAGN1TN1J060,3,#N/A,#N/A,,#N/A,,36,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,3,3,
,B07TBSKF5Q,Havells Fusion Pendant Light - 1LS E27 D320 CRE,LHFXAGN1TN1F060,3,#N/A,#N/A,,#N/A,,52,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,3,3,
,B07TBS5NSS,Havells Fusion Pendant Light - 1LS E27 D320 RED,LHFXAGN1TN1R060,3,#N/A,#N/A,,#N/A,,41,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,3,3,
,B07NJBTV16,Havells LHEBHEP7IZ1W015 Octane Square 15-Watt LED Panel Light (White),LHEBHEP7IZ1W015,3,50,0,,0.293,,3731,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ7YDR1,Havells LHEBHEP5IZ1W015 Octane Square 15-Watt LED Panel Light (White),LHEBHEP5IZ1W015,3,0,0,,0,,421,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B07D7RQPCD,(Renewed) Havells Sprint 450mm High Speed Pedestal Fan (White),#N/A,3,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07D7NZJ6K,(Renewed) Havells Nicola 1200mm Ceiling Fan (White),#N/A,3,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07D7N8K65,(Renewed) Havells Swing Lx 400mm Table Fan (Cherry),#N/A,3,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07D7MVL68,(Renewed) Havells Nicola 1200mm Ceiling Fan (Brown),#N/A,3,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07D7MSRR6,(Renewed) Havells ES-50 Five Star 1200mm Ceiling Fan (Brown),#N/A,3,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07CSDKLNC,(Renewed) Havells Pacer 1200mm Ceiling Fan (Brown),#N/A,3,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B07CRHZSN2,Havells Plastic 16A 30mA PRCD Plug Top (White),AHLP301600,3,0,1,,32,,381,,,,,,,,,,224,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH56L83,Havells Utility DB SPN SD QVE RG 6W Metal Single Door Distribution Board (Grey),DHDPSHOSRW06,3,20,0,,0.427,,880,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH45F5Q,Havells DHMGBSPF025 PVC Plastic 25A MCB SP B Curve (White),DHMGBSPF025,3,1,1,,6.363,,71460,,,,,,,,,,60,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B079MDD45J,Lloyd 1.5 Ton 3 Star Split AC (Copper LS19A5DA-W White),#N/A,3,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,3,0,
,B079M4WTY6,Lloyd 1.5 Ton 1 Star Split AC (Copper LS19A3B White),#N/A,3,333,0,,0.183,,0,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,2,0,
,B078X5XKTP,Standard Ameo 25-Litre Geyser (Ivory/Red),GSWEAOSIR025,3,0,0,,0,,322,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,3,3,
,B078JBR5VJ,Havells Instanio 1-Litre Instant Geyser (White/Blue),GHWAIBPWB001,3,0,0,,0,,1056,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,3,0,
,B06X9VLWH7,Havells Momenta Led Underlight Ceiling Fan with Remote,FHCMOURARB52,3,196,0,,0.141,,79,,,,,,,,,,0,,,,5.95%,Trigger stock movement to CT WH,0,3,0,
,B00K0C4AW2,"Havells ORO RJ 11 Socket - 1M for Home, Office, Hospital & Hotels",AHOKROW111,3,0,0,,0,,355,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,2,1,
,B00B4BBNAA,Havells Speedster 750mm Ceiling Fan (Brown),FHCSRSTBRN30,3,1,5,,3.31,,661,,,,,,,,,,7,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B00B4BBJ1I,Havells Pacer 1400mm,FHCPASTIVR56,3,3,8,,1.938,,215,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B00B4BBI1Y,Havells Pacer 1050mm Ceiling Fan (Brown),FHCPASTBRN42,3,28,1,,0.32,,389,,,,,,,,,,1,,,,0.95%,Trigger stock movement to CT WH,0,0,0,
,B082T96J1Y,Havells Open Well WL-1 Submersible Pump 0.75KW/ 1.0HP,MHPHWE1X00,2,1,1,,3.506,,173,,,,,,,,,,10,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B082T8H6JK,Havells Borewell Hi-Flow V-3 H3W16R1B10J Submersible Pump 16 Stages,MHPXBJ1601,2,0,0,,0,,167,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,2,0,
,B07TBS85SF,Havells Ornalite Chandelier Light - 1X3LS E27 BRZ,LHFHABD3TB1O060,2,0,0,,0,,383,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,2,2,
,B07NJFWKMX,Havells LHEBMFP5IZ2W003 Blaze Panels Square 3-Watt LED Panel Light (White),LHEBMFP5IZ2W003,2,0,0,,0,,0,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B07NJFHFVX,Havells LHEBHDP6IZ1W018 Octane Round 18-Watt LED Panel Light (White),LHEBHDP6IZ1W018,2,14,1,,0.402,,1028,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,2,0,
,B07NJBTV2K,Havells LHEAAVP5IL1W012 Comet Round 12-Watt LED Panel Light (White),LHEAAVP5IL1W012,2,0,0,,0,,12,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ8HHT1,Havells LHEBHEP6IZ1W009 Octane Square 9-Watt LED Panel Light (White),LHEBHEP6IZ1W009,2,11,0,,0.495,,299,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ8C8HS,Havells LHEAAWP7IL1W018 Comet Square 18-Watt LED Panel Light (White),LHEAAWP7IL1W018,2,0,0,,0,,38,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,2,0,
,B07NJ65LG2,Havells LHEEBQP5IL1W012 Lumeno Square 12-Watt Downlighter (White),LHEEBQP5IL1W012,2,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,2,0,
,B07NJ63W7Z,Havells LHEBHEP7IZ1W006 Octane Square 6-Watt LED Panel Light (White),LHEBHEP7IZ1W006,2,320,0,,0.131,,10084,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B07MDX98XP,Havells GHCRCCFW070 1.8 Litre Electric Cooker (White),GHCRCCFW070,2,24,0,,0.345,,157,,,,,,,,,,0,,,,2.27%,Trigger stock movement to CT WH,0,2,0,
,B07BH4KVBM,Havells DHMGCTNF040 PVC Plastic 40A MCB TPN C Curve (White),DHMGCTNF040,2,67,0,,0.228,,348,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,2,0,
,B07BH4JC37,Havells DHMNIDPX040 PVC Plastic 40A DP Switch Disconnector Mini MCB (White),DHMNIDPX040,2,1,-1,,5.111,,2872,,,,,,,,,,46,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH4H2MZ,Havells DHMGCDPF016 PVC Plastic 16A MCB DP C Curve (White),DHMGCDPF016,2,8,0,,0.617,,2610,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH42NQK,Havells DHMGCSPF032 PVC Plastic 32A MCB SP C Curve (White),DHMGCSPF032,2,1,3,,4.736,,4341,,,,,,,,,,40,,,,0.00%,Trigger stock movement to CT WH,1,0,0,
,B07BH3XK7W,Havells DHMNCSPA025 PVC Plastic 25A SP C Mini MCB (White),DHMNCSPA025,2,0,13,,7,,7675,,,,,,,,,,54,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07BH3WCDS,Havells DHMGCDPF032 PVC Plastic 32A MCB DP C Curve (White),DHMGCDPF032,2,123,1,,0.122,,7189,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,2,1,
,B07BH3RKLC,Havells DHMGCSNF016 PVC Plastic 16A MCB SPN C Curve (White),DHMGCSNF016,2,667,1,,0.048,,3906,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B077TS4TKD,Havells Galaxy 5-Watt Rechargeable Lantern (Red),LHEXTEP7HN1R005,2,#N/A,#N/A,,#N/A,,9,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,2,0,
,B073S69J39,Havells Efficiencia 1200mm Fan (Pearl White),FHCECSTPWT48,2,0,0,,0,,247,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,2,0,
,B073S65PQ4,Havells Leganza 1200mm Fan (Lavender Mist Silver),FHCLESTLMS48,2,12,0,,0.516,,0,,,,,,,,,,2,,,,69.68%,Trigger stock movement to CT WH,1,1,0,
,B073S65P18,Havells Pacer 600mm Fan (Ivory),FHCPASTIVR24,2,8,0,,0.576,,31,,,,,,,,,,4,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B073S65MN3,Havells Nicola 900mm Fan (Pearl White Silver),FHCNISTPWS36,2,1,11,,5.368,,417,,,,,,,,,,29,,,,10.49%,Trigger stock movement to CT WH,3,0,0,
,B073S5HBSX,Havells Nicola 1400mm Fan (Bronze Copper),FHCNISTBCU56,2,0,17,,33,,373,,,,,,,,,,249,,,,10.79%,Trigger stock movement to CT WH,0,0,0,
,B073S5BXBT,Havells Turboforce 300mm 82- Watt Exhaust Fan (Grey),FHEHDSPDB120,2,37,0,,0.292,,1666,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,1,0,
,B06XGDDGTP,"Havells SS-390 1200mm Ceiling Fan (Brown, Pack of 2)",FHCSSSTBRN48,2,18,0,,0.345,,15437,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,2,0,
,B06XGCH2N5,"Havells Festiva 1200mm Ceiling Fan (Pearl White/Silver, Pack of 2)",FHCFESTPWS48,2,8,2,,0.624,,1584,,,,,,,,,,0,,,,34.18%,Trigger stock movement to CT WH,0,2,0,
,B06XFYQ1SQ,"Havells Festiva 1200mm Ceiling Fan (Pearl Ivory, Pack of 2)",FHCFESTPIV48,2,88,0,,0.122,,1248,,,,,,,,,,0,,,,6.52%,Trigger stock movement to CT WH,0,0,0,
,B01FMAY0LM,Havells Enticer 1200mm Ceiling Fan (Rose Gold),FHCENSTROG48,2,0,0,,8,,2446,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,2,0,
,B00P8TXUTG,Havells ACMKTWW000 Murano TV Socket,ACMKTWW000,2,72,0,,0.122,,1150,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,2,0,
,B00NLBKYR4,Havells Standard Single Core PVC Insulated HTR FR 90m 1 sq mm Wire (Red),#N/A,2,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,2,0,
,B00LTKL1ZS,Havells FHCFCSTBAN48 Florence 82-Watt Celling Fan (Black Antique Nickel),FHCFCSTBAN48,2,2,0,,1.443,,309,,,,,,,,,,6,,,,9.03%,Trigger stock movement to CT WH,0,0,0,
,B00K0C4KD6,Havells Crabtree Athena 8M Cover Plate,ACAPNCWV08,2,8,0,,0.752,,1332,,,,,,,,,,6,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B00K0C4GVM,Havells Crabtree Athena 32A One-Way DP Switch,ACASDIW321,2,1,3,,5.183,,2971,,,,,,,,,,26,,,,14.01%,Trigger stock movement to CT WH,0,0,0,
,B00JR6K8QY,Havells FHCVOSTPWS48 Vogue 72-Watt Ceiling Fan (Pearl White Silver),FHCVOSTPWS48,2,0,0,,0,,4,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B00B4BC9C6,Havells Ventilair DS 230mm Exhaust Fan,FHVVEMTDSB09,2,9,0,,0.454,,831,,,,,,,,,,4,,,,4.55%,Trigger stock movement to CT WH,0,0,0,
,B00B4BC98K,Havells Ventilair DS 150mm Exhaust Fan,FHVVEMTDSB06,2,2,1,,1.459,,760,,,,,,,,,,8,,,,2.25%,Trigger stock movement to CT WH,0,1,0,
,B00B4BC8KY,Havells Ventilair 150mm Exhaust Fan with Window (White),FHVVEDWWHT06,2,0,0,,51,,19,,,,,,,,,,204,,,,0.00%,Trigger stock movement to CT WH,9,0,0,
,B00B4BBZN0,Havells SS-390 600mm 68-Watt Ceiling Fan (White),FHCSSSTWHT24,2,1,0,,3.223,,586,,,,,,,,,,7,,,,30.95%,Trigger stock movement to CT WH,0,0,0,
,B00B4BBYV8,Havells SS-390 600mm 68-Watt Ceiling Fan (Brown),FHCSSSTBRN24,2,0,0,,0,,378,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B00B4BBXCS,Havells SS-390 900mm 68-Watt Metallic Ceiling Fan (Pearl White and Silver),FHCSSMTPWS36,2,0,3,,7,,749,,,,,,,,,,14,,,,1.85%,Trigger stock movement to CT WH,0,0,0,
,B00B4BBSXC,Havells Fusion 900mm Ceiling Fan (Pearl White and Silver),FHCFUSTPWS36,2,0,7,,7,,285,,,,,,,,,,17,,,,22.83%,Trigger stock movement to CT WH,3,0,0,
,B00B4BBSDW,Havells Fusion 1050mm Ceiling Fan (Pearl Ivory),FHCFUSTPIV42,2,6,0,,0.768,,213,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B00B4BBEZO,Havells Nicola 900mm 68-Watt Ceiling Fan (Gold Mist and Copper),FHCNISTGMC36,2,0,6,,7,,983,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,17,2,0,
,B00B4BB788,Havells ES-50 Five Star 1200mm Ceiling Fan (Brown),FHCESPMBRN48,2,1,0,,5.476,,8,,,,,,,,,,7,,,,36.09%,Trigger stock movement to CT WH,0,0,0,
,B0839RS6X2,Havells Enviro GTi5000D 1 Ph Solar Gt Inverter (5Kw),SSSSLR0010,1,0,0,,0,,44,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B0839RNHNL,Havells Solar PCU 5Kw 96Vdc/6.25Kva,LSSLOX0481,1,#N/A,#N/A,,#N/A,,14,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,1,0,
,B0839RJ44H,Havells Enviro GTi1100Tx 1 Ph Solar Gt Inverter (1Kw),SSSSLR0001,1,0,0,,0,,1,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B0839QX5ZR,Havells Enviro GTi2200 1 Ph Solar Gt Inverter (2Kw),SSSSLR0003,1,#N/A,#N/A,,#N/A,,4,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,1,0,
,B0839QRPTZ,Havells Enviro GTi5500Tx 3 Ph Solar Gt Inverter (5Kw),SSSSLR0013,1,#N/A,#N/A,,#N/A,,276,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,0,0,
,B082T9Q3ZG,Havells Self Priming Hi-Flow HS-2 Monoblock Pump 0.37Kw/ 0.5HP,MHPAVE0X50,1,2,1,,0.947,,522,,,,,,,,,,3,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B082T9HS6Q,Havells Centrifugal hi-Flow CMQ10 monoblock Pump 0.75kW/ 1.0HP,MHPSCB1X00,1,0,0,,0,,1,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,1,
,B082T94PVM,Havells Centrifugal hi-Flow CMP05 monoblock Pump 0.37kW/ 0.5HP,MHPQCB0X50,1,0,0,,0,,75,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B082T946Z9,Havells Centrifugal hi-Flow CMQ20 monoblock Pump 1.1kW/ 1.5HP,MHPSCA2X00,1,#N/A,#N/A,,#N/A,,53,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,1,1,
,B082T8HZ4M,Havells Borewell V4 HC4W12C15S Residential Submersible Pump 1.1kW,MHPGCB121X,1,#N/A,#N/A,,#N/A,,49,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,1,0,
,B082T8H6JJ,Havells Borewell Hi-Flow V-3 H3W12R1B10J Submersible Pump 12 Stages,MHPXBJ1201,1,0,0,,0,,132,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B082T8DPX4,Havells Centrifugal hi-Flow CMR20 monoblock Pump 1.5kW/ 2.0HP,MHPTCV2X00,1,#N/A,#N/A,,#N/A,,2,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,1,1,
,B082T8DPWT,Havells Centrifugal hi-Flow CMM05 monoblock Pump 0.37kW/ 0.5HP,MHPOCJ0X50,1,7,0,,0.453,,192,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B082T8DPWR,Havells Borewell V4 HC4W20B15S Residential Submersible Pump 1.1kW,MHPGBB201X ,1,0,0,,0,,0,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07TL34G1R,Havells RO and UV Absolutely Safe Water,GHWRUTW025,1,26,0,,0.241,,30,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJHXVSF,Havells LHEBHEP5IZ1W009 Octane Square 9-Watt LED Panel Light (White),LHEBHEP5IZ1W009,1,0,0,,0,,241,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJG2SDC,Havells LHEEBPP5IN1W003 Lumeno Round 3-Watt Downlighter (White),LHEEBPP5IN1W003,1,0,0,,0,,1872,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJFWKN7,Havells LHEAAWP5IL1W012 Comet Square 12-Watt LED Panel Light (White),LHEAAWP5IL1W012,1,37,0,,0.193,,231,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJFHFWS,Havells LHEBMFP5IZ2W015 Blaze Panels Square 15-Watt LED Panel Light (White),LHEBMFP5IZ2W015,1,43,0,,0.224,,0,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B07NJBTV2F,Havells LHEBMFP7IZ2W003 Blaze Panels Square 3-Watt LED Panel Light (White),LHEBMFP7IZ2W003,1,0,0,,0,,1,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B07NJBSCZS,Havells LHEAAVP7IL1W006 Comet Round 6-Watt LED Panel Light (White),LHEAAVP7IL1W006,1,0,0,,0,,60,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B07NJBPQJC,Havells LHEBKJP5IZ1W003 Joy Round 3-Watt LED Panel Light (White),LHEBKJP5IZ1W003,1,44,0,,0.2,,1,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJBPQHL,Havells LHEBMFP7IZ2W006 Blaze Panels Square 6-Watt LED Panel Light (White),LHEBMFP7IZ2W006,1,62,0,,0.2,,36,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,1,1,0,
,B07NJ9RGGY,Havells LHEBHDP7IZ1W003 Octane Round 3-Watt LED Panel Light (White),LHEBHDP7IZ1W003,1,65,0,,0.172,,5259,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ9RGG3,Havells LHEBHDP5IZ1W024 Octane Round 24-Watt LED Panel Light (White),LHEBHDP5IZ1W024,1,0,0,,0,,109,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B07NJ865G1,Havells LHEEBQP7IN1W003 Lumeno Square 3-Watt Downlighter (White),LHEEBQP7IN1W003,1,0,0,,0,,100,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,0,0,
,B07NJ821B3,Havells LHEAAWP5IL1W018 Comet Square 18-Watt LED Panel Light (White),LHEAAWP5IL1W018,1,14,0,,0.36,,146,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ7NCZL,Havells LHEBHEP5IZ1W003 Octane Square 3-Watt LED Panel Light (White),LHEBHEP5IZ1W003,1,5,0,,0.487,,347,,,,,,,,,,1,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ65LD8,Havells LHEBHEP6IZ1W012 Octane Square 12-Watt LED Panel Light (White),LHEBHEP6IZ1W012,1,0,0,,0,,1066,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B07NJ63W8R,Havells LHEAAWP6IL1W018 Comet Square 18-Watt LED Panel Light (White),LHEAAWP6IL1W018,1,12,0,,0.328,,54,,,,,,,,,,2,,,,0.00%,Trigger stock movement to CT WH,0,0,0,
,B07NJ626PL,Havells LHEBMFP5IZ1W018 Blaze Panels Round 18-Watt LED Panel Light (White),LHEBMFP5IZ1W018,1,34,0,,0.21,,0,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B07NJ5RG5W,Havells LHEAAWP6IL1W006 Comet Square 6-Watt LED Panel Light (White),LHEAAWP6IL1W006,1,21,0,,0.258,,187,,,,,,,,,,0,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B07MM2C1YJ,"Havells 6-Watt Non-Rechargeable Trim Clip On LED Panel Light (White, 4000 K, Round)",LHEAABP6IL1W006,1,182,0,,0.106,,1146,,,,,,,,,,3,,,,0.00%,Trigger stock movement to CT WH,0,1,0,
,B07MJGY6HG,"Havells 24-Watt Non-Rechargeable Trim Clip On LED Panel Light (White, 4000 K, Round)",LHEAABP6IL1W024,1,0,0,,0,,545,,,,,,,,,,0,,,,—,Trigger stock movement to CT WH,0,1,0,
,B07HLQ3HK7,Lloyd 1.5 Ton 3 Star Window AC (Copper LW19A30PP White),GLW19A30PP,1,#N/A,#N/A,,#N/A,,0,,,,,,,,,,#N/A,,,,#N/A,Trigger stock movement to CT WH,0,1,0,
